"last_name","first_name","hire_date"
"Yurek","Xiaoqiu","1/15/1986"
"Minakawa","Fumiyo","1/15/1986"
"Rabehasaina","Djelloul","1/29/1986"
"Strandh","Morris","5/11/1986"
"Emden","Yuchang","1/28/1986"
"Kroll","Valter","12/21/1986"
"Morrey","Insup","10/20/1986"
"Heijenga","Shridhar","2/11/1986"
"Linnainmaa","Uno","8/28/1986"
"Zeilberger","Mansur","12/9/1986"
"Demian","Adil","7/28/1986"
"Zallocco","Fai","10/24/1986"
"Gecsei","Palash","2/18/1986"
"Itschner","Kankanahalli","1/10/1986"
"Melton","Almudena","9/24/1986"
"Kropf","Pintsang","8/3/1986"
"Jullig","Masako","6/23/1986"
"Schnabel","Xiaopeng","12/3/1986"
"Reutenauer","Angel","5/24/1986"
"McClure","Prodip","2/26/1986"
"Hebert","Jeanne","9/15/1986"
"Chachaty","Neelam","9/15/1986"
"Dusink","Valeri","10/16/1986"
"Huhdanpaa","Domenick","3/11/1986"
"Rosis","Tuval","6/25/1986"
"Mahnke","Zongyan","1/26/1986"
"Suermann","Nishit","4/8/1986"
"Cummings","Yechiam","4/27/1986"
"Luck","Geoff","2/24/1986"
"Breugel","Gererd","11/5/1986"
"Stroustrup","Alenka","1/21/1986"
"Camurati","Gilbert","8/7/1986"
"Terlouw","Stevo","1/22/1986"
"Malabarba","Laurentiu","7/19/1986"
"Schneeberger","Akemi","5/15/1986"
"Zongker","Akhilish","5/7/1986"
"Fraisse","Gal","4/2/1986"
"McFarlin","Sushant","6/29/1986"
"Siepmann","Nishit","6/17/1986"
"Schnabel","Wilmer","6/20/1986"
"Genther","Lidong","11/17/1986"
"Velasco","Otmar","12/22/1986"
"Brendel","Arlette","1/28/1986"
"Lally","Naraig","3/14/1986"
"Basart","Parviz","8/23/1986"
"Bolotov","Val","4/1/1986"
"Sluis","Kwan","10/5/1986"
"Schmiedel","Ferdinand","7/11/1986"
"Fiutem","Youjian","2/22/1986"
"Bresenham","Leandro","1/20/1986"
"Bugaenko","Fumiko","10/16/1986"
"Ghazalie","Manohar","9/22/1986"
"Perna","Matk","6/22/1986"
"Navazio","Mary","9/17/1986"
"Heering","Florina","1/3/1986"
"Coorg","Ugo","3/13/1986"
"Ginneken","Kazuyasu","9/11/1986"
"Lalonde","Lech","5/13/1986"
"Heering","Tetsushi","9/10/1986"
"Pelz","Miyeon","10/18/1986"
"Wolniewicz","Nadjib","3/28/1986"
"Douceur","Sachio","8/25/1986"
"Alameldin","Shrikanth","2/17/1986"
"Zultner","Magy","3/12/1986"
"Kugler","Prodip","11/5/1986"
"Bresenham","Serge","5/11/1986"
"Danner","Saddek","10/3/1986"
"Grandbois","Tru","1/16/1986"
"Vernadat","Gio","5/9/1986"
"Merel","Ziyad","6/11/1986"
"Beausoleil","Barna","12/1/1986"
"Juneja","Elgin","4/4/1986"
"Swiler","Adel","11/27/1986"
"Berendt","Yunming","6/14/1986"
"Asser","Kish","12/23/1986"
"Cheshire","Jolita","6/17/1986"
"Rajaraman","Shooichi","6/17/1986"
"Bharadwaj","Shridhar","12/24/1986"
"Larfeldt","Mats","5/17/1986"
"Bierbaum","Shichao","2/26/1986"
"Vidal","Werner","7/23/1986"
"Fortenbacher","Kersti","9/6/1986"
"Suermann","Sarita","11/18/1986"
"Zedlitz","Shaz","7/12/1986"
"Delgrossi","Ramya","10/6/1986"
"Serre","Kitty","12/19/1986"
"Heiserman","Nishit","1/3/1986"
"Krzyzanowski","Arch","1/20/1986"
"Luan","Matk","4/12/1986"
"Osgood","Mostafa","9/15/1986"
"Talmon","Paris","7/28/1986"
"Decaestecker","Gina","6/20/1986"
"Kolvik","Owen","10/9/1986"
"Syrotiuk","Tamiya","4/12/1986"
"Duclos","Dipankar","5/21/1986"
"Pulkowski","Almudena","11/9/1986"
"Tyugu","Shmuel","1/13/1986"
"Grabner","Shim","7/16/1986"
"Bednarek","Shir","8/1/1986"
"Sanella","Luise","1/26/1986"
"Ranka","Chanjung","11/26/1986"
"Dengi","Anyuan","3/16/1986"
"Tyugu","Susanna","9/15/1986"
"Masamoto","Naraig","11/27/1986"
"Birch","Toong","4/8/1986"
"Werthner","Girolamo","6/24/1986"
"Dusink","Mana","8/3/1986"
"Sewelson","Tua","4/2/1986"
"Lipner","Spyrose","1/14/1986"
"Hofstetter","Khoa","6/28/1986"
"Morrin","Berna","2/19/1986"
"Stranks","Odysseas","4/1/1986"
"Prampolini","Unal","4/9/1986"
"Antonakopoulos","Breannda","12/11/1986"
"Lemarechal","Sachem","6/6/1986"
"Erdmenger","Chiradeep","12/17/1986"
"Driscoll","Utz","11/26/1986"
"Koblitz","Tuval","8/18/1986"
"Merey","George","12/1/1986"
"Poehlman","Arvind","11/22/1986"
"Montemayor","Tianruo","6/26/1986"
"Cannard","Ute","5/6/1986"
"Claffy","Kasturi","1/31/1986"
"Lorys","Fuqing","4/26/1986"
"Masamoto","Piyawadee","9/2/1986"
"Buchter","Claudi","6/10/1986"
"Schwaller","Jianhui","3/3/1986"
"Bratten","Jeane","3/27/1986"
"Munoz","Changho","10/4/1986"
"Penttonen","Saddek","8/29/1986"
"Poehlman","Weijing","8/1/1986"
"Birsak","Zengping","11/22/1986"
"Auyong","Mabo","7/5/1986"
"Rahimi","Jeane","11/3/1986"
"Jiafu","Dekang","3/10/1986"
"Danner","Khun","9/12/1986"
"Keohane","Marsal","7/6/1986"
"Frijda","Shuji","10/10/1986"
"Nanard","Mari","4/6/1986"
"Angel","Shigenori","5/31/1986"
"Xiaoshan","Surveyors","3/1/1986"
"Itzfeldt","Koldo","9/12/1986"
"Zolotykh","Shaleah","9/22/1986"
"Kroha","Akhilish","3/22/1986"
"Fiebach","Baruch","1/29/1986"
"Wrigley","Ishfaq","3/28/1986"
"Mansanne","Berthier","1/26/1986"
"Baez","Radhia","7/19/1986"
"Cannata","Ortrud","9/29/1986"
"Rusmann","Ashish","1/27/1986"
"Billawala","Rafols","2/27/1986"
"Simmel","Mario","11/22/1986"
"Binding","Iara","10/7/1986"
"Roccetti","Pohua","1/2/1986"
"Tzvieli","Leandro","6/4/1986"
"Demos","Martijn","9/7/1986"
"Orsini","Adit","8/26/1986"
"Serre","Cullen","4/19/1986"
"Irland","Yaghout","5/27/1986"
"Matteis","Kankanahalli","2/24/1986"
"Puoti","Uriel","1/21/1986"
"Lambe","Odoardo","8/8/1986"
"Pietracaprina","Mamdouh","8/7/1986"
"Vasanthakumar","Aloke","11/1/1986"
"Klerer","Dante","10/21/1986"
"Muniz","Marl","8/4/1986"
"Wossner","Shir","5/30/1986"
"Peyn","Paris","11/22/1986"
"Vecchio","Tru","10/24/1986"
"Veevers","Macha","4/6/1986"
"Zallocco","Mohd","7/4/1986"
"Bennet","Shaz","5/19/1986"
"Shrader","Aimee","9/14/1986"
"Broder","Guadalupe","5/9/1986"
"Suwa","Vishv","10/26/1986"
"Schiettecatte","Guenter","10/11/1986"
"Valette","Hitomi","4/7/1986"
"Lichtner","Genta","4/15/1986"
"Sullins","Elgin","9/16/1986"
"Quittner","Gaetan","10/25/1986"
"DuBourdieux","Junsik","2/19/1986"
"Bashian","Moti","11/24/1986"
"Manders","Pranjal","8/21/1986"
"Herath","Heeju","12/24/1986"
"Lichtner","Apostol","5/3/1986"
"Massonet","Teunis","7/23/1986"
"Pokrovskii","Jaber","12/12/1986"
"Levasseur","Shigehiro","7/24/1986"
"Shackel","Jingling","2/24/1986"
"Montresor","Jayesh","12/19/1986"
"Sifakis","Sailaja","2/13/1986"
"Brandsma","Byong","9/7/1986"
"Pellegrinelli","Guther","5/14/1986"
"Manders","Mayuri","1/2/1986"
"Linares","Christophe","2/7/1986"
"Bultermann","Charmane","11/2/1986"
"Munke","Juichirou","1/1/1986"
"Woycyznski","Kiyomitsu","1/3/1986"
"Kroon","Taegyun","10/31/1986"
"Bednarek","Filipp","12/20/1986"
"Talmor","Adhemar","5/25/1986"
"Oberman","Jaber","12/18/1986"
"Peres","Serge","8/3/1986"
"Chenoweth","Sachio","2/25/1986"
"Ranon","Radhika","5/21/1986"
"Waleschkowski","Halsur","2/1/1986"
"Worfolk","Nathan","1/13/1986"
"Benaini","Zorica","4/12/1986"
"Haddadi","Alselm","11/6/1986"
"VanScheik","Fen","3/19/1986"
"Avouris","Fay","9/20/1986"
"Ibel","Eric","12/2/1986"
"Gimbel","Maren","3/14/1986"
"Sifakis","Juyoung","11/22/1986"
"Cairo","Bouchung","4/11/1986"
"Cannard","Kyoichi","7/11/1986"
"Verspoor","Paloma","12/14/1986"
"Heemskerk","Moheb","2/3/1986"
"Majewski","Torsten","11/21/1986"
"Vakili","Yefim","4/19/1986"
"McAlpine","Radoslaw","3/31/1986"
"Dehkordi","Doowon","9/5/1986"
"Peltason","Dipankar","5/12/1986"
"Lenart","Martins","11/21/1986"
"Beetstra","Katsuo","11/16/1986"
"Bresenham","Jinxi","7/15/1986"
"Preusig","Billur","5/6/1986"
"Grospietsch","Karoline","1/23/1986"
"Gubsky","Mang","11/24/1986"
"Jarecki","Takahito","4/1/1986"
"Tibblin","Oldrich","6/19/1986"
"Wendorf","Masato","11/8/1986"
"Lung","Lech","9/8/1986"
"Pramanik","Phule","10/6/1986"
"Mahnke","Honglan","7/31/1986"
"Bondorf","Guther","4/17/1986"
"Plotkin","Kerryn","12/25/1986"
"Vingron","Laurentiu","1/17/1986"
"Schlenzig","Kitty","3/30/1986"
"Bondorf","Sverrir","7/27/1986"
"Tzvieli","Tommaso","4/17/1986"
"Ratnaker","Ashish","11/10/1986"
"Champarnaud","Susuma","3/4/1986"
"Isard","Ingmar","5/23/1986"
"Riesenhuber","Djenana","9/28/1986"
"Vieth","Mechthild","4/22/1986"
"Terkki","Tomoyuki","10/9/1986"
"Codenie","Vojin","2/6/1986"
"Sethi","Dung","5/5/1986"
"Zielinski","Sudharsan","7/22/1986"
"Baar","Baruch","7/16/1986"
"Schonegge","Bernardo","5/1/1986"
"Heiserman","Qunsheng","5/22/1986"
"Badache","Hidekazu","1/26/1986"
"Herbst","Qingxiang","9/19/1986"
"Bisiani","Aimee","9/8/1986"
"Hettesheimer","Chriss","10/21/1986"
"Thibadeau","Amalendu","3/24/1986"
"Pena","Marsal","6/21/1986"
"Majewski","Chinho","1/15/1986"
"Ohori","Domenico","6/19/1986"
"Homond","Tianruo","5/23/1986"
"DuCasse","Teiji","8/7/1986"
"Rodier","Yonghong","2/14/1986"
"Marletta","Mechthild","10/29/1986"
"Ghemri","Zhanqiu","2/25/1986"
"Giaccio","Xiaoqiu","10/2/1986"
"DuCasse","Bogdan","4/9/1986"
"Pettey","Mads","3/3/1986"
"Heuser","Yannik","6/19/1986"
"Selenyi","Stella","10/12/1986"
"Colorni","TRUE","8/7/1986"
"Zambonelli","Heekeun","6/5/1986"
"Lienhardt","Kellyn","5/6/1986"
"Schoegge","Toshimo","12/14/1986"
"Anandan","Adhemar","8/20/1986"
"Showalter","Val","4/2/1986"
"Jeansoulin","Chanjung","8/7/1986"
"Reutenauer","Yuuichi","10/31/1986"
"Penttonen","Supot","11/29/1986"
"Boguraev","Gio","1/5/1986"
"Bultermann","Gererd","7/1/1986"
"Marrevee","Berthier","4/24/1986"
"Reutenauer","Insup","11/24/1986"
"Nergos","Ung","8/17/1986"
"Peng","Kayoko","12/23/1986"
"Cochrane","Pranjal","7/1/1986"
"Polupanov","Demos","9/24/1986"
"Leonhardt","Ishfaq","5/30/1986"
"Perz","Charmane","4/24/1986"
"Suomi","Huei","12/29/1986"
"Klassen","Indrajit","10/6/1986"
"McClurg","Uriel","8/22/1986"
"Colorni","Margo","8/24/1986"
"Shigei","Kazuhisa","8/5/1986"
"Buescher","Mizuhito","6/16/1986"
"Kisuki","Renee","7/29/1986"
"Turnbull","Sungwon","6/3/1986"
"Nilsson","Annemarie","8/6/1986"
"Renear","Gita","4/27/1986"
"Leppanen","Hongzhu","12/5/1986"
"Hiraishi","Remco","3/5/1986"
"Heemskerk","Adamantios","8/8/1986"
"Walstra","Dietrich","7/24/1986"
"Kisuki","Denis","4/20/1986"
"Kruskal","Chirstian","2/25/1986"
"Weisert","Khalil","5/3/1986"
"Oxenboll","Giordano","6/29/1986"
"Baar","Edwin","2/4/1986"
"Hiraishi","Josyula","5/18/1986"
"Swist","Takanari","10/15/1986"
"Bratten","Parke","8/20/1986"
"Neiman","Sushant","11/17/1986"
"Rindone","Barna","4/18/1986"
"Reinhard","Ravishankar","2/27/1986"
"Marakhovsky","Anwar","12/31/1986"
"Raoux","Shugo","3/29/1986"
"Condotta","Janche","8/4/1986"
"McDermid","Kazuhisa","9/11/1986"
"Sooriamurthi","Marit","3/9/1986"
"Plavsic","Xiahua","8/16/1986"
"Merey","Aral","3/30/1986"
"Niizuma","Eric","2/2/1986"
"Verhaegen","Chaosheng","11/10/1986"
"Stenning","Kristin","7/9/1986"
"Eldridge","Zito","7/15/1986"
"Angel","Margareta","12/31/1986"
"Neimat","Zhaofang","6/14/1986"
"Munoz","IEEE","11/21/1986"
"Anandan","Ghassan","10/6/1986"
"Saoudi","Chaoyi","8/16/1986"
"Lally","Kiam","11/26/1986"
"Simkin","Marc","2/2/1986"
"Tramer","Aris","5/9/1986"
"Kolvik","Sajjad","7/26/1986"
"Farrel","Huan","9/1/1986"
"Crabtree","Vidya","4/27/1986"
"Ernst","Nalini","8/13/1986"
"Jording","Shmuel","7/6/1986"
"Swift","Alagu","8/13/1986"
"Schaaf","Mohua","11/21/1986"
"Birjandi","Reuven","7/25/1986"
"Diderrich","Mihalis","10/19/1986"
"Meszaros","Katsuyuki","2/24/1986"
"Anick","Mariusz","7/3/1986"
"Claffy","Taisook","9/9/1986"
"Maierhofer","Arco","6/1/1986"
"Michaels","Ennio","9/24/1986"
"Marrevee","Jiakeng","8/11/1986"
"Callaway","Kauko","12/16/1986"
"Szemeredi","Zeydy","2/8/1986"
"Prenel","Lunjin","1/17/1986"
"Parascandalo","Yahiko","4/3/1986"
"Emmart","Elrique","11/20/1986"
"Coors","Remco","11/6/1986"
"Cronan","Elrique","10/14/1986"
"Flasterstein","Apostol","12/8/1986"
"Journel","Guozhong","9/19/1986"
"Perz","Arno","6/21/1986"
"Vernadat","Bedrich","12/28/1986"
"Serot","Ulises","9/10/1986"
"Biron","Premsyl","6/19/1986"
"Hennings","Weiru","7/21/1986"
"Vakili","Moss","1/17/1986"
"Pepe","Aiman","9/23/1986"
"Birrer","Piyawadee","8/30/1986"
"Quittner","Torsten","8/16/1986"
"Hambrick","Neven","8/25/1986"
"Openshaw","Toshimo","7/26/1986"
"Ressouche","Ramalingam","4/8/1986"
"Levasseur","Gurbir","9/8/1986"
"Vecchi","Hidekazu","9/8/1986"
"Pelc","Willard","2/12/1986"
"Jarecki","Feiyu","4/29/1986"
"Zirintsis","Anneli","5/17/1986"
"Krzyzanowski","Manu","12/29/1986"
"Vecchio","Randi","9/15/1986"
"Pews","Ziva","9/27/1986"
"Katiyar","Kenroku","12/28/1986"
"Goodrum","Zhongwei","1/24/1986"
"Cairo","Claudi","6/6/1986"
"Ritcey","Conrado","7/2/1986"
"Marwedel","Pasqua","2/11/1986"
"Pezzoli","Youngkon","7/6/1986"
"Klyachko","Xinan","9/6/1986"
"Kopetz","Khatoun","8/23/1986"
"Strehl","Sadegh","11/29/1986"
"Benzmuller","Lucian","9/19/1986"
"Picht","Susumu","10/19/1986"
"Benantar","Fusako","5/25/1986"
"Pramanik","Jeanna","8/12/1986"
"Borstler","Kasturi","2/1/1986"
"Heinisuo","Nirmal","12/28/1986"
"Esteva","Bodo","3/7/1986"
"Naudin","Haldun","10/2/1986"
"Verhaegen","Claude","1/18/1986"
"Back","Boaz","12/4/1986"
"Hellwagner","Tonny","12/3/1986"
"Chelton","Irene","9/7/1986"
"Boissier","Tetsurou","6/3/1986"
"Gladwell","Heejo","7/16/1986"
"Foote","Golgen","6/25/1986"
"Heystek","Yefim","5/15/1986"
"Benveniste","Sadun","4/20/1986"
"Egerstedt","Shan","11/19/1986"
"Sankaranarayanan","Premal","1/31/1986"
"Ulupinar","Achilleas","6/24/1986"
"Jonsson","Anneli","4/20/1986"
"Bodoff","Aria","5/6/1986"
"Kohling","Lena","10/4/1986"
"Diderrich","Stabislas","1/9/1986"
"Comellas","Mads","10/27/1986"
"Kuszyk","Khue","3/26/1986"
"Klyachko","Pranay","9/29/1986"
"Ullian","Charlene","3/21/1986"
"Plavsic","Paddy","4/29/1986"
"Stifter","Marit","4/16/1986"
"Swan","Rasiah","4/20/1986"
"Anger","Saeko","11/18/1986"
"Berztiss","Poornachandra","6/12/1986"
"Hardjono","Marit","2/21/1986"
"Sommen","Leon","7/15/1986"
"Ossenbruggen","Mads","2/17/1986"
"Eickenmeyer","JoAnne","7/30/1986"
"Lichtner","Masadi","10/29/1986"
"Bain","Susanne","11/16/1986"
"Majewski","Ipke","11/9/1986"
"Anguita","Greger","12/24/1986"
"Schahn","Xinglin","3/22/1986"
"Verspoor","Mabo","6/1/1986"
"Spataro","Akhilish","1/2/1986"
"Bakhtari","Kayoko","5/10/1986"
"Luit","Katsuyuki","10/10/1986"
"Quadeer","Stevo","4/3/1986"
"Koshino","Mansur","4/30/1986"
"Gaughan","Sachin","4/27/1986"
"Undy","Gully","11/8/1986"
"Melton","Utpal","1/28/1986"
"Lubachevsky","Steen","5/22/1986"
"Takkinen","Mario","8/2/1986"
"Norsworthy","Zhiguo","5/28/1986"
"Standera","Kazuyasu","1/3/1986"
"Vecchi","Kazuhide","5/12/1986"
"Papastamatiou","Martien","7/26/1986"
"Lorho","Tesuya","10/30/1986"
"Seuren","Hiroyasu","1/4/1986"
"Gulak","Bilhanan","12/29/1986"
"Fiutem","Sushant","12/1/1986"
"Clemencon","Faiza","8/1/1986"
"Ramsak","Shigehiro","12/22/1986"
"Conry","Adib","10/9/1986"
"Syrotiuk","Sudharsan","10/27/1986"
"Vieth","Jeane","11/1/1986"
"Magalhaes","Utpal","12/26/1986"
"Lund","Qiwen","3/1/1986"
"Birrer","Stevo","8/28/1986"
"Lieberherr","Zvonko","2/16/1986"
"Mitzlaff","Gen","10/31/1986"
"Savasere","Rafols","9/7/1986"
"Antonisse","Arumugam","7/26/1986"
"Demir","Lorien","9/10/1986"
"Cappello","Jamaludin","8/13/1986"
"Bardell","Youpyo","6/27/1986"
"Zaumen","Arunachalam","7/8/1986"
"Brendel","Howell","5/28/1986"
"Mayerwieser","Dannz","1/6/1986"
"Jenevein","Mansur","6/12/1986"
"Pellegrinelli","Amstein","1/23/1986"
"Marrevee","Moriyoshi","2/6/1986"
"Roisin","Indrajit","3/10/1986"
"Kuszyk","Tru","9/15/1986"
"Lorys","Oguz","3/3/1986"
"Perng","JiYoung","5/7/1986"
"Journel","Khedija","9/10/1986"
"Papadias","Rafael","3/7/1986"
"Gist","Sakthirel","12/23/1986"
"Docker","Zeljko","11/10/1986"
"Lubachevsky","Shietung","8/26/1986"
"Gihr","Shen","10/30/1986"
"Garigliano","Nathalie","12/23/1986"
"Kushnir","Sasan","11/2/1986"
"Garnier","Marco","12/27/1986"
"Solares","Hauke","9/9/1986"
"Narahara","Claudi","3/28/1986"
"Cappelli","Geoffry","5/16/1986"
"Xiaoshan","Arunas","12/11/1986"
"Birsak","Jingling","7/27/1986"
"Koblick","Shaibal","8/22/1986"
"Strooper","Mark","1/26/1986"
"Bratsberg","Parto","1/11/1986"
"Thebaut","Alagu","12/21/1986"
"Rosch","Marco","9/12/1986"
"Percebois","Hinrich","7/14/1986"
"Suermann","Kousuke","6/20/1986"
"Riesenhuber","Marek","5/23/1986"
"Lunn","Fox","12/31/1986"
"Sury","Along","9/3/1986"
"Puoti","Elliott","5/22/1986"
"Baig","Hein","8/21/1986"
"Rosch","Zhaofang","10/28/1986"
"Bottner","Frederique","5/15/1986"
"Rosen","Eirik","5/13/1986"
"Bondorf","Subhash","6/23/1986"
"Quaggetto","Aral","7/6/1986"
"Billingsley","Sverrir","9/2/1986"
"Suri","Yechezkel","2/3/1986"
"Farrow","Stamatina","3/28/1986"
"Ullian","Munehiko","12/23/1986"
"Swab","Insup","1/3/1986"
"Tibblin","Shmuel","7/4/1986"
"Suri","Arvind","7/28/1986"
"Adachi","Zhaofang","11/9/1986"
"Huxford","Guozhong","4/1/1986"
"Weiland","Atreye","2/24/1986"
"Haumacher","Florian","2/8/1986"
"Brobst","Gianluca","8/2/1986"
"Kumaresan","Samphel","11/8/1986"
"Spataro","Uno","7/13/1986"
"Keohane","Mohammed","2/28/1986"
"Kuzuoka","Kazuhiro","9/30/1986"
"Kobuchi","Miomir","5/4/1986"
"Zumaque","Wanqing","3/29/1986"
"Zwicker","Vasilis","11/28/1986"
"Janetzko","Bader","8/15/1986"
"Versino","Hyuckchul","5/21/1986"
"Baba","Sandeepan","7/1/1986"
"Conia","Berthier","11/21/1986"
"Genin","Nobuyoshi","8/15/1986"
"Sethi","Roded","6/10/1986"
"Chinin","Rosalie","11/28/1986"
"Stemann","Torsten","11/22/1986"
"Malinowski","Srinidhi","9/24/1986"
"Deyuan","Hitofumi","5/16/1986"
"Ruther","Minghong","11/12/1986"
"Sommer","Basem","6/8/1986"
"Piancastelli","King","5/6/1986"
"Bach","Bokyung","4/10/1986"
"Terekhov","Chaosheng","10/11/1986"
"Bail","Gina","3/26/1986"
"Ritzmann","Leah","6/11/1986"
"Falby","Giao","8/1/1986"
"Luke","Chinya","10/31/1986"
"Linnainmaa","Shigenori","1/11/1986"
"Birch","Juichirou","11/3/1986"
"Apsitis","Zine","9/9/1986"
"Kugler","Pranay","5/16/1986"
"Dengi","Fayez","6/25/1986"
"Sudbeck","Sibyl","12/14/1986"
"Tasistro","Shalesh","2/21/1986"
"Swift","Adas","4/26/1986"
"Basawa","Erzsebet","4/7/1986"
"Gerteisen","Arne","6/16/1986"
"Zeilberger","Marie","10/20/1986"
"Jenevein","Nechama","4/13/1986"
"Millington","Mantis","9/24/1986"
"Silva","Duro","3/3/1986"
"Rajcani","Alexius","3/23/1986"
"Murtha","Gio","11/11/1986"
"Ibel","Eben","3/9/1986"
"Meriste","Van","11/22/1986"
"Antonakopoulos","Phule","3/22/1986"
"Koblitz","Sadok","8/8/1986"
"Luan","Vishv","12/20/1986"
"Krzyzanowski","Debatosh","10/28/1986"
"Flanders","DeForest","6/8/1986"
"Bierbaum","Kellie","9/26/1986"
"Akazan","Parviz","8/30/1986"
"Klassen","Angel","7/30/1986"
"Merel","Martina","6/2/1986"
"Naumovich","Laurentiu","1/4/1986"
"Birrer","Odysseas","3/12/1986"
"Suri","Froduald","6/19/1986"
"Adachi","Jayesh","12/5/1986"
"Stasinski","Gaurav","4/19/1986"
"Stassinopoulos","Yuriy","8/11/1986"
"Pramanik","Otilia","4/2/1986"
"Emmart","Mani","5/26/1986"
"Ranft","Gou","1/27/1986"
"Stafford","Utz","10/24/1986"
"Akazan","Shawna","2/21/1986"
"Guenter","Amstein","2/20/1986"
"Lichtman","Kasturi","5/23/1986"
"Vural","Nirmal","11/1/1986"
"Anily","Bartek","11/14/1986"
"Caine","Khalid","3/22/1986"
"Wroclawski","Salvador","1/25/1986"
"Swiss","Yurij","8/15/1986"
"Schlumberger","Billur","3/15/1986"
"Zlotek","Tua","2/11/1986"
"Schnabel","Jixiang","1/11/1986"
"Suppi","Uno","8/11/1986"
"Chleq","Mabo","5/10/1986"
"Kambil","Subhada","7/1/1986"
"Nitta","Aris","1/15/1986"
"Junot","Panayotis","9/8/1986"
"Lubachevsky","Radhakrishnan","9/27/1986"
"Andreotta","Aluzio","4/24/1986"
"Hockney","Owen","2/23/1986"
"Heuter","Uzi","2/13/1986"
"Murtha","Cedric","8/11/1986"
"Thambidurai","Shooichi","11/13/1986"
"Bazelow","Kotesh","1/28/1986"
"Llado","Parviz","10/27/1986"
"Cmelik","Martijn","5/8/1986"
"Gien","Zhenbing","6/30/1986"
"Radhakrishnan","Gurbir","2/9/1986"
"Solares","Shaowei","1/26/1986"
"Mitchem","Pragnesh","4/23/1986"
"Naumovich","Eben","6/1/1986"
"Malabarba","Arfst","9/1/1986"
"Puppo","Sanjit","8/25/1986"
"Puoti","Pantung","10/28/1986"
"Pocchiola","Prasadram","11/3/1986"
"Azulay","Vishv","10/8/1986"
"Jiafu","Gao","12/19/1986"
"Pettey","Elrique","9/29/1986"
"Cronau","Giri","3/20/1986"
"Michaels","Jiong","1/4/1986"
"Azuma","Sibyl","7/17/1986"
"Baik","Katsuyuki","7/6/1986"
"Delgrange","Valery","12/12/1986"
"Ranft","Wojceich","2/2/1986"
"Janetzko","Stafford","8/16/1986"
"Erez","Maris","10/26/1986"
"Demke","Nirmal","2/4/1986"
"Steinauer","Itzchak","6/13/1986"
"Pettis","Shrikanth","2/21/1986"
"Isard","Qingxiang","3/29/1986"
"Luga","Denis","1/19/1986"
"Ritcey","Bartek","3/8/1986"
"Wiegley","Yuuichi","2/6/1986"
"Krone","Shem","10/13/1986"
"Vesna","Mona","7/27/1986"
"Georgakopoulos","Yuchang","4/12/1986"
"Templeman","Jaewon","10/16/1986"
"Siprelle","Lakshmi","11/14/1986"
"Azumi","Valter","11/2/1986"
"Huhdanpaa","Muzhong","8/3/1986"
"Sinicrope","Duro","10/17/1986"
"Isard","Sadun","3/22/1986"
"Zschoche","Arumugam","4/11/1986"
"Ranka","Mary","9/14/1986"
"Muhlberg","Tsvetan","1/27/1986"
"Merey","Chikako","6/10/1986"
"Rehfuss","Elvis","3/12/1986"
"Savasere","Eberhardt","5/8/1986"
"Schapiro","Przemyslawa","2/3/1986"
"Bahl","Mokhtar","1/9/1986"
"Gustavson","Nahid","2/2/1986"
"Woycyznski","Eben","7/23/1986"
"Xiaoshan","Berna","1/22/1986"
"Luca","Kazuhito","9/30/1986"
"Krupka","Chaosheng","5/23/1986"
"Erev","Mrinalini","5/12/1986"
"Heinisuo","Frederique","3/27/1986"
"Wynblatt","Munir","1/5/1986"
"Rusterholz","Hilari","3/10/1986"
"Tasistro","Baziley","6/20/1986"
"Lipner","Mori","11/5/1986"
"Schwaller","Augustine","5/14/1986"
"Pollock","Martine","6/26/1986"
"Businaro","Sudharsan","10/14/1986"
"Peir","Clyde","2/2/1986"
"Cappelli","Morrie","4/1/1986"
"Merle","Candida","10/19/1986"
"Benner","Yaghout","3/4/1986"
"Bednarek","Susanta","9/13/1986"
"Sidje","Mabry","2/23/1986"
"Ertl","Macha","12/5/1986"
"Cusworth","Gal","3/28/1986"
"Bressoud","Arch","11/11/1986"
"Atchley","Moss","2/11/1986"
"Gulik","Tristan","3/6/1986"
"Improta","Doowon","4/5/1986"
"Tanemo","Cullen","7/28/1986"
"Brizzi","Uri","7/11/1986"
"Junot","Constantine","12/8/1986"
"Heuter","Gay","3/29/1986"
"Antonisse","Gou","9/18/1986"
"Picel","Phillip","4/28/1986"
"Soicher","Deborah","1/20/1986"
"Yeung","Babette","8/23/1986"
"McFarlin","Ebru","9/20/1986"
"Kulisch","Karlis","6/19/1986"
"Bennis","Pasqua","12/8/1986"
"Dratva","Odoardo","10/24/1986"
"Wrigley","Udo","6/18/1986"
"Furedi","Shigehiro","1/9/1986"
"Kriebel","Aral","5/4/1986"
"Cusworth","Godehard","9/12/1986"
"Assaf","Rayond","3/2/1986"
"Kleiser","Tomoyuki","2/14/1986"
"Lieblein","Fumitaka","7/19/1986"
"Majewski","Remzi","10/24/1986"
"Radivojevic","Cheong","11/5/1986"
"Raoux","Utz","11/30/1986"
"Neiman","Huiqun","6/18/1986"
"Reghbati","Eben","5/21/1986"
"Suppi","Sumant","10/18/1986"
"Baaz","Lena","3/8/1986"
"Peroz","Zito","8/4/1986"
"Candan","King","1/21/1986"
"Ullian","Unal","7/12/1986"
"Restivo","Nagui","6/26/1986"
"Delgrossi","Ohad","9/30/1986"
"Schade","Basem","8/20/1986"
